"fid","ascendancy","parent","gender"
"G8WB-J6L",111946421266,"L21Y-H6W","Male"
"G8WB-J6L",111946421267,"GWQD-2B3","Female"
"G8WL-T7Q",111946421268,"LRW8-HDK","Male"
"G8WL-T7Q",111946421269,"GG7X-L3P","Female"
"GDSY-Z6B",111946421270,"G2XY-THH","Male"
"GDSY-Z6B",111946421271,"G2XY-YY6","Female"
"G21J-37H",111946421272,"G6V3-NYN","Male"
"G21J-37H",111946421273,"G21J-LYT","Female"
"GZBR-N3R",111946421280,"G68Q-M7F","Male"
"GZBR-N3R",111946421281,"GMN7-5DR","Female"
"GX1P-TL9",111946421282,"G6V3-NYN","Male"
"GX1P-TL9",111946421283,"G21J-LYT","Female"
"9CXC-BT8",111946421288,"GMSP-9XR","Male"
"9CXC-BT8",111946421289,"KLXB-6QR","Female"
"L8MP-T1Y",111946421290,"LBBB-4XS","Male"
"L8MP-T1Y",111946421291,"LDHS-6S3","Female"
"LDSH-S6J",111946421292,"L8TY-B3W","Male"
"LDSH-S6J",111946421293,"LDSH-3GG","Female"
"KND9-P91",111946421294,"9S9W-MPL","Male"
"KND9-P91",111946421295,"KFX1-BZD","Female"
"GJ9M-PR2",111946421296,"GQ6F-W6Y","Male"
"GJ9M-PR2",111946421297,"G2N1-2HM","Female"
"LZLG-V3F",111946421300,"L7NG-DRP","Male"
"LZLG-V3F",111946421301,"LYTH-K3C","Female"
"LH6K-2BP",111946421302,"LTT6-YJQ","Male"
"LH6K-2BP",111946421303,"GV8X-JR1","Female"
"GZ2S-Q8M",111946421384,"GZRK-K84","Male"
"GZ2S-Q8M",111946421385,"GZRK-RZH","Female"
"GQVS-C83",111946421392,"K2X2-5WP","Male"
"GQVS-C83",111946421393,"GKG8-GTJ","Female"
"9HLT-L5G",111946421394,"L2RD-S8H","Male"
"9HLT-L5G",111946421395,"GWXN-K1X","Female"
"GG68-KTV",111946421408,"GG6D-QHP","Male"
"GG68-KTV",111946421409,"GGJQ-H5J","Female"
"LDSQ-XRK",111946421412,"LDSK-V77","Male"
"LDSQ-XRK",111946421413,"LDSQ-F68","Female"
"LCFL-9DP",111946421414,"LB27-YWT","Male"
"LCFL-9DP",111946421415,"GWZB-NNM","Female"
"LD9R-RYR",111946421416,"LCRR-KM2","Male"
"LD9R-RYR",111946421417,"LDW5-JN2","Female"
"M15L-V4Q",111946421418,"LD9Y-C7T","Male"
"M15L-V4Q",111946421419,"LD9Y-CW9","Female"
"L133-HLP",111946421420,"94T6-749","Male"
"L133-HLP",111946421421,"GLLC-968","Female"
"KH8N-T92",111946421422,"L1DW-Q5N","Male"
"KH8N-T92",111946421423,"2781-6PP","Female"
"GG64-4D5",111946421426,"LDW2-1TJ","Male"
"GG64-4D5",111946421427,"GHRD-YKD","Female"
"GG9C-885",111946421432,"G8DJ-NMC","Male"
"GG9C-885",111946421433,"GG64-9ZY","Female"
"G9XW-DN3",111946421434,"GG9C-3H2","Male"
"G9XW-DN3",111946421435,"GVPF-FW3","Female"
"GG6D-6DF",111946421438,"GLZW-7GF","Male"
"GG6D-6DF",111946421439,"GVSG-X5N","Female"
"K2X2-5WP",111946421536,"KZW9-MKM","Male"
"GG6D-QHP",111946421568,"GG68-Q8K","Male"
