"fid","ascendancy","parent","gender"
"GHRD-YKD",51548535074,"LDS9-5FD","Male"
"GHRD-YKD",51548535075,"GX7W-WQR","Female"
"9H6Q-VVW",51548535168,"L4SB-2FB","Male"
"9H6Q-VVW",51548535169,"LDHS-6CV","Female"
"9HPT-832",51548535170,"KT4G-S84","Male"
"9HPT-832",51548535171,"GLMZ-NCG","Female"
"9C72-WGJ",51548535172,"L4HF-2RY","Male"
"9C72-WGJ",51548535173,"L8TG-1DR","Female"
"9CZV-2KJ",51548535174,"LB2S-FHY","Male"
"9CZV-2KJ",51548535175,"G88G-V6W","Female"
"9SJP-9TN",51548535176,"9HP6-RVT","Male"
"9SJP-9TN",51548535177,"GG16-DL7","Female"
"GKZ8-PM1",51548535184,"K6WN-292","Male"
"GKZ8-PM1",51548535185,"2NBQ-VZ5","Female"
"GMXZ-2CC",51548535186,"G231-B8V","Male"
"GMXZ-2CC",51548535187,"LY6V-924","Female"
"G8K3-VQ8",51548535188,"99Y7-Y7P","Male"
"G8K3-VQ8",51548535189,"L8YR-PKK","Female"
"G9TH-6YX",51548535190,"GZRF-9R1","Male"
"G9TH-6YX",51548535191,"G8WY-DDP","Female"
"LY5W-N6P",51548535192,"LBKG-X1C","Male"
"LY5W-N6P",51548535193,"LD9Y-GRR","Female"
"LHWS-BFW",51548535194,"94JG-Z57","Male"
"LHWS-BFW",51548535195,"L6PS-XJK","Female"
"GDB8-4V9",51548535196,"9CNQ-DB2","Male"
"GDB8-4V9",51548535197,"GG95-H9P","Female"
"GVZM-RKC",51548535198,"G6N5-9YG","Male"
"GVZM-RKC",51548535199,"9CFL-GCC","Female"
"LCN5-99B",51548535200,"935Z-J1R","Male"
"LCN5-99B",51548535201,"GWS8-4DQ","Female"
"LYNX-745",51548535202,"LTZX-XK7","Male"
"LYNX-745",51548535203,"GNWQ-J48","Female"
"GS83-FSL",51548535204,"L5YX-LDH","Male"
"GS83-FSL",51548535205,"9CXC-BF5","Female"
"LRQD-FS2",51548535208,"L5P9-K8Y","Male"
"LRQD-FS2",51548535209,"L5VF-CSX","Female"
"L5VF-6MD",51548535210,"9HSR-ZJB","Male"
"L5VF-6MD",51548535211,"LX7M-45D","Female"
"L1WS-BMM",51548535216,"9Z8D-595","Male"
"L1WS-BMM",51548535217,"LDMS-21W","Female"
"LDMN-PWB",51548535220,"LHY9-RBR","Male"
"LDMN-PWB",51548535221,"946P-N11","Female"
"2NBQ-FP2",51548535222,"LDMN-5Y4","Male"
"2NBQ-FP2",51548535223,"GX7F-XSZ","Female"
"L81Y-9GD",51548535224,"G2DJ-RBG","Male"
"L81Y-9GD",51548535225,"LT6L-TT2","Female"
"LB2S-PWM",51548535226,"LB72-FTT","Male"
"LB2S-PWM",51548535227,"LCRK-52L","Female"
"LBBB-4XS",51548535232,"KT4G-S84","Male"
"LBBB-4XS",51548535233,"GG1G-YJM","Female"
"LDHS-6S3",51548535234,"9H6Q-VVW","Male"
"LDHS-6S3",51548535235,"932C-Q9B","Female"
"L8YY-PH5",51548535236,"L8YG-8PB","Male"
"L8YY-PH5",51548535237,"G7B5-SX2","Female"
"KFX1-BZD",51548535238,"9C72-WGJ","Male"
"KFX1-BZD",51548535239,"9CZV-2KJ","Female"
"GPSX-XT1",51548535244,"GPSX-RG2","Male"
"GPSX-XT1",51548535245,"GPSF-8QT","Female"
"GPSX-KP8",51548535246,"GPSF-S9W","Male"
"GZ44-VYR",51548535248,"GS35-LG3","Male"
"GZ44-VYR",51548535249,"GD5L-FFK","Female"
"GKZ8-XPF",51548535250,"G6KF-2P6","Male"
"GKZ8-XPF",51548535251,"G6KF-R2F","Female"
"GKZ8-XW3",51548535254,"GGZ7-CSQ","Male"
"GKZ8-XW3",51548535255,"GGZ7-8LZ","Female"
"LB27-YWT",51548535260,"GH7M-QSF","Male"
"LB27-YWT",51548535261,"LYTM-8KB","Female"
"GWZB-NNM",51548535262,"L8YY-PH5","Male"
"GWZB-NNM",51548535263,"KFX1-BZD","Female"
"L7NG-DRP",51548535264,"9H5N-BFF","Male"
"L7NG-DRP",51548535265,"GKZ8-4FD","Female"
"LYTH-K3C",51548535266,"G6Q3-JX4","Male"
"LTT6-YJQ",51548535268,"GVBH-MTY","Male"
"29H4-2Y1",51548535272,"GV1M-FDM","Male"
"29H4-2Y1",51548535273,"GKZ8-Q9M","Female"
"GKZ8-Q9M",51548535274,"G2DP-9XR","Male"
"G8W1-CJS",51548535276,"G7D4-7W8","Male"
"G8W1-CJS",51548535277,"GZ58-VPL","Female"
"GKCC-J1G",51548535278,"LZK3-LK2","Male"
"GKCC-J1G",51548535279,"M185-RW3","Female"
"GH7M-QSF",51548535280,"LHXT-LR1","Male"
"GH7M-QSF",51548535281,"GLTD-CTG","Female"
"G4SP-ZYT",51548535282,"GGBP-P1C","Male"
"G4SP-ZYT",51548535283,"GGBP-Y4C","Female"
"L1DW-Q5N",51548535292,"LY5W-N6P","Male"
"L1DW-Q5N",51548535293,"LHWS-BFW","Female"
"2781-6PP",51548535294,"GDB8-4V9","Male"
"2781-6PP",51548535295,"GVZM-RKC","Female"
"9H6Q-VVW",51548535296,"L4SB-2FB","Male"
"9H6Q-VVW",51548535297,"LDHS-6CV","Female"
"9HPT-832",51548535298,"KT4G-S84","Male"
"9HPT-832",51548535299,"GLMZ-NCG","Female"
"9C72-WGJ",51548535300,"L4HF-2RY","Male"
"9C72-WGJ",51548535301,"L8TG-1DR","Female"
"9CZV-2KJ",51548535302,"LB2S-FHY","Male"
"9CZV-2KJ",51548535303,"G88G-V6W","Female"
"9SJP-9TN",51548535304,"9HP6-RVT","Male"
"9SJP-9TN",51548535305,"GG16-DL7","Female"
"GKZ8-PM1",51548535312,"K6WN-292","Male"
"GKZ8-PM1",51548535313,"2NBQ-VZ5","Female"
"GMXZ-2CC",51548535314,"G231-B8V","Male"
"GMXZ-2CC",51548535315,"LY6V-924","Female"
"G8K3-VQ8",51548535316,"99Y7-Y7P","Male"
"G8K3-VQ8",51548535317,"L8YR-PKK","Female"
"G9TH-6YX",51548535318,"GZRF-9R1","Male"
"G9TH-6YX",51548535319,"G8WY-DDP","Female"
"LY5W-N6P",51548535320,"LBKG-X1C","Male"
"LY5W-N6P",51548535321,"LD9Y-GRR","Female"
"LHWS-BFW",51548535322,"94JG-Z57","Male"
"LHWS-BFW",51548535323,"L6PS-XJK","Female"
"GDB8-4V9",51548535324,"9CNQ-DB2","Male"
"GDB8-4V9",51548535325,"GG95-H9P","Female"
"GVZM-RKC",51548535326,"G6N5-9YG","Male"
"GVZM-RKC",51548535327,"9CFL-GCC","Female"
"LCN5-99B",51548535328,"935Z-J1R","Male"
"LCN5-99B",51548535329,"GWS8-4DQ","Female"
"LYNX-745",51548535330,"LTZX-XK7","Male"
"LYNX-745",51548535331,"GNWQ-J48","Female"
"GS83-FSL",51548535332,"L5YX-LDH","Male"
"GS83-FSL",51548535333,"9CXC-BF5","Female"
"LRQD-FS2",51548535336,"L5P9-K8Y","Male"
"LRQD-FS2",51548535337,"L5VF-CSX","Female"
"L5VF-6MD",51548535338,"9HSR-ZJB","Male"
"L5VF-6MD",51548535339,"LX7M-45D","Female"
"L1WS-BMM",51548535344,"9Z8D-595","Male"
"L1WS-BMM",51548535345,"LDMS-21W","Female"
"LDMN-PWB",51548535348,"LHY9-RBR","Male"
"LDMN-PWB",51548535349,"946P-N11","Female"
"2NBQ-FP2",51548535350,"LDMN-5Y4","Male"
"2NBQ-FP2",51548535351,"GX7F-XSZ","Female"
"L81Y-9GD",51548535352,"G2DJ-RBG","Male"
"L81Y-9GD",51548535353,"LT6L-TT2","Female"
"LB2S-PWM",51548535354,"LB72-FTT","Male"
"LB2S-PWM",51548535355,"LCRK-52L","Female"
"L1PB-VYC",51548535360,"GKZZ-J71","Male"
"L1PB-VYC",51548535361,"GKZZ-D7Q","Female"
"GWQL-BY7",51548535362,"G2CJ-3PD","Male"
"LZ1T-YG5",51548535364,"LDHS-DWJ","Male"
