"fid","ascendancy","parent","gender"
"GLW3-1SY",103866655276,"9MWR-GHW","Male"
"GLW3-1SY",103866655277,"LZ1V-KT6","Female"
"998F-RBL",103866655278,"9WL8-7LY","Male"
"998F-RBL",103866655279,"LBJR-K79","Female"
"G9QV-BP7",103866655280,"LTBC-FCG","Male"
"G9QV-BP7",103866655281,"GZL8-FGB","Female"
"GL1T-G7R",103866655282,"GKZZ-34B","Male"
"GL1T-G7R",103866655283,"L1P1-GLB","Female"
"LHG4-N8V",103866655288,"LDSV-P4D","Male"
"LHG4-N8V",103866655289,"LDSV-PC1","Female"
"LDW2-QLB",103866655290,"LH7S-18K","Male"
"LDW2-QLB",103866655291,"LDSV-5Q1","Female"
"MGTC-QTS",103866655292,"LZ48-4FD","Male"
"MGTC-QTS",103866655293,"9HMZ-FQH","Female"
"LB23-RVZ",103866655294,"2Z98-QKN","Male"
"LB23-RVZ",103866655295,"GDCF-ZCT","Female"
"L27L-6Y2",103866655296,"G7V2-277","Male"
"L27L-6Y2",103866655297,"L27L-D9W","Female"
"GWH5-T19",103866655312,"GN24-F46","Male"
"GWH5-T19",103866655313,"GKH5-C2Q","Female"
"L27L-XXX",103866655328,"GJ98-8FX","Male"
"LH2L-ZCM",103866655330,"LH2L-C28","Male"
"LH2L-ZCM",103866655331,"G78V-XJY","Female"
"LYX7-C8M",103866655360,"MGTC-QTS","Male"
"LYX7-C8M",103866655361,"LB23-RVZ","Female"
"L5NV-7ZQ",103866655362,"9HNL-1HB","Male"
"L5NV-7ZQ",103866655363,"L1TH-HRK","Female"
"998F-RYD",103866655364,"GLB9-C37","Male"
"998F-RYD",103866655365,"G2YH-9WG","Female"
"9WYV-M96",103866655366,"GLW3-1SY","Male"
"9WYV-M96",103866655367,"998F-RBL","Female"
"LCYS-RM7",103866655368,"G95D-VPB","Male"
"LCYS-RM7",103866655369,"94N6-VR2","Female"
"LZ69-FWS",103866655370,"99Y7-8XZ","Male"
"LZ69-FWS",103866655371,"9HDM-MMD","Female"
"LDWL-NG9",103866655372,"LBQ7-VCK","Male"
"LDWL-NG9",103866655373,"LZSJ-4MJ","Female"
"LY1W-YGL",103866655376,"998F-RYD","Male"
"LY1W-YGL",103866655377,"9WYV-M96","Female"
"93T9-FVT",103866655378,"LZ1V-KTQ","Male"
"93T9-FVT",103866655379,"GDN3-LQK","Female"
