"start","stop"
57,57
114,115
228,231
456,463
912,927
1824,1855
3648,3711
7296,7423
14592,14847
29184,29695
58368,59391
116736,118783
233472,237567
466944,475135
933888,950271
1867776,1900543
3735552,3801087
7471104,7602175
14942208,15204351
29884416,30408703
59768832,60817407
119537664,121634815
239075328,243269631
478150656,486539263
956301312,973078527
1912602624,1946157055
3825205248,3892314111
7650410496,7784628223
15300820992,15569256447
30601641984,31138512895
