"start","stop"
59,59
118,119
236,239
472,479
944,959
1888,1919
3776,3839
7552,7679
15104,15359
30208,30719
60416,61439
120832,122879
241664,245759
483328,491519
966656,983039
1933312,1966079
3866624,3932159
7733248,7864319
15466496,15728639
30932992,31457279
61865984,62914559
123731968,125829119
247463936,251658239
494927872,503316479
989855744,1006632959
1979711488,2013265919
3959422976,4026531839
7918845952,8053063679
15837691904,16106127359
31675383808,32212254719
