"start","stop"
49,49
98,99
196,199
392,399
784,799
1568,1599
3136,3199
6272,6399
12544,12799
25088,25599
50176,51199
100352,102399
200704,204799
401408,409599
802816,819199
1605632,1638399
3211264,3276799
6422528,6553599
12845056,13107199
25690112,26214399
51380224,52428799
102760448,104857599
205520896,209715199
411041792,419430399
822083584,838860799
1644167168,1677721599
3288334336,3355443199
6576668672,6710886399
13153337344,13421772799
26306674688,26843545599
