"start","stop"
48,48
96,97
192,195
384,391
768,783
1536,1567
3072,3135
6144,6271
12288,12543
24576,25087
49152,50175
98304,100351
196608,200703
393216,401407
786432,802815
1572864,1605631
3145728,3211263
6291456,6422527
12582912,12845055
25165824,25690111
50331648,51380223
100663296,102760447
201326592,205520895
402653184,411041791
805306368,822083583
1610612736,1644167167
3221225472,3288334335
6442450944,6576668671
12884901888,13153337343
25769803776,26306674687
