"start","stop"
40,40
80,81
160,163
320,327
640,655
1280,1311
2560,2623
5120,5247
10240,10495
20480,20991
40960,41983
81920,83967
163840,167935
327680,335871
655360,671743
1310720,1343487
2621440,2686975
5242880,5373951
10485760,10747903
20971520,21495807
41943040,42991615
83886080,85983231
167772160,171966463
335544320,343932927
671088640,687865855
1342177280,1375731711
2684354560,2751463423
5368709120,5502926847
10737418240,11005853695
21474836480,22011707391
