"start","stop"
55,55
110,111
220,223
440,447
880,895
1760,1791
3520,3583
7040,7167
14080,14335
28160,28671
56320,57343
112640,114687
225280,229375
450560,458751
901120,917503
1802240,1835007
3604480,3670015
7208960,7340031
14417920,14680063
28835840,29360127
57671680,58720255
115343360,117440511
230686720,234881023
461373440,469762047
922746880,939524095
1845493760,1879048191
3690987520,3758096383
7381975040,7516192767
14763950080,15032385535
29527900160,30064771071
