"start","stop"
41,41
82,83
164,167
328,335
656,671
1312,1343
2624,2687
5248,5375
10496,10751
20992,21503
41984,43007
83968,86015
167936,172031
335872,344063
671744,688127
1343488,1376255
2686976,2752511
5373952,5505023
10747904,11010047
21495808,22020095
42991616,44040191
85983232,88080383
171966464,176160767
343932928,352321535
687865856,704643071
1375731712,1409286143
2751463424,2818572287
5502926848,5637144575
11005853696,11274289151
22011707392,22548578303
