"start","stop"
53,53
106,107
212,215
424,431
848,863
1696,1727
3392,3455
6784,6911
13568,13823
27136,27647
54272,55295
108544,110591
217088,221183
434176,442367
868352,884735
1736704,1769471
3473408,3538943
6946816,7077887
13893632,14155775
27787264,28311551
55574528,56623103
111149056,113246207
222298112,226492415
444596224,452984831
889192448,905969663
1778384896,1811939327
3556769792,3623878655
7113539584,7247757311
14227079168,14495514623
28454158336,28991029247
