"start","stop"
52,52
104,105
208,211
416,423
832,847
1664,1695
3328,3391
6656,6783
13312,13567
26624,27135
53248,54271
106496,108543
212992,217087
425984,434175
851968,868351
1703936,1736703
3407872,3473407
6815744,6946815
13631488,13893631
27262976,27787263
54525952,55574527
109051904,111149055
218103808,222298111
436207616,444596223
872415232,889192447
1744830464,1778384895
3489660928,3556769791
6979321856,7113539583
13958643712,14227079167
27917287424,28454158335
