"start","stop"
35,35
70,71
140,143
280,287
560,575
1120,1151
2240,2303
4480,4607
8960,9215
17920,18431
35840,36863
71680,73727
143360,147455
286720,294911
573440,589823
1146880,1179647
2293760,2359295
4587520,4718591
9175040,9437183
18350080,18874367
36700160,37748735
73400320,75497471
146800640,150994943
293601280,301989887
587202560,603979775
1174405120,1207959551
2348810240,2415919103
4697620480,4831838207
9395240960,9663676415
18790481920,19327352831
