"start","stop"
43,43
86,87
172,175
344,351
688,703
1376,1407
2752,2815
5504,5631
11008,11263
22016,22527
44032,45055
88064,90111
176128,180223
352256,360447
704512,720895
1409024,1441791
2818048,2883583
5636096,5767167
11272192,11534335
22544384,23068671
45088768,46137343
90177536,92274687
180355072,184549375
360710144,369098751
721420288,738197503
1442840576,1476395007
2885681152,2952790015
5771362304,5905580031
11542724608,11811160063
23085449216,23622320127
