"start","stop"
44,44
88,89
176,179
352,359
704,719
1408,1439
2816,2879
5632,5759
11264,11519
22528,23039
45056,46079
90112,92159
180224,184319
360448,368639
720896,737279
1441792,1474559
2883584,2949119
5767168,5898239
11534336,11796479
23068672,23592959
46137344,47185919
92274688,94371839
184549376,188743679
369098752,377487359
738197504,754974719
1476395008,1509949439
2952790016,3019898879
5905580032,6039797759
11811160064,12079595519
23622320128,24159191039
