"start","stop"
32,32
64,65
128,131
256,263
512,527
1024,1055
2048,2111
4096,4223
8192,8447
16384,16895
32768,33791
65536,67583
131072,135167
262144,270335
524288,540671
1048576,1081343
2097152,2162687
4194304,4325375
8388608,8650751
16777216,17301503
33554432,34603007
67108864,69206015
134217728,138412031
268435456,276824063
536870912,553648127
1073741824,1107296255
2147483648,2214592511
4294967296,4429185023
8589934592,8858370047
17179869184,17716740095
