"start","stop"
46,46
92,93
184,187
368,375
736,751
1472,1503
2944,3007
5888,6015
11776,12031
23552,24063
47104,48127
94208,96255
188416,192511
376832,385023
753664,770047
1507328,1540095
3014656,3080191
6029312,6160383
12058624,12320767
24117248,24641535
48234496,49283071
96468992,98566143
192937984,197132287
385875968,394264575
771751936,788529151
1543503872,1577058303
3087007744,3154116607
6174015488,6308233215
12348030976,12616466431
24696061952,25232932863
