"start","stop"
56,56
112,113
224,227
448,455
896,911
1792,1823
3584,3647
7168,7295
14336,14591
28672,29183
57344,58367
114688,116735
229376,233471
458752,466943
917504,933887
1835008,1867775
3670016,3735551
7340032,7471103
14680064,14942207
29360128,29884415
58720256,59768831
117440512,119537663
234881024,239075327
469762048,478150655
939524096,956301311
1879048192,1912602623
3758096384,3825205247
7516192768,7650410495
15032385536,15300820991
30064771072,30601641983
