"start","stop"
37,37
74,75
148,151
296,303
592,607
1184,1215
2368,2431
4736,4863
9472,9727
18944,19455
37888,38911
75776,77823
151552,155647
303104,311295
606208,622591
1212416,1245183
2424832,2490367
4849664,4980735
9699328,9961471
19398656,19922943
38797312,39845887
77594624,79691775
155189248,159383551
310378496,318767103
620756992,637534207
1241513984,1275068415
2483027968,2550136831
4966055936,5100273663
9932111872,10200547327
19864223744,20401094655
