"start","stop"
63,63
126,127
252,255
504,511
1008,1023
2016,2047
4032,4095
8064,8191
16128,16383
32256,32767
64512,65535
129024,131071
258048,262143
516096,524287
1032192,1048575
2064384,2097151
4128768,4194303
8257536,8388607
16515072,16777215
33030144,33554431
66060288,67108863
132120576,134217727
264241152,268435455
528482304,536870911
1056964608,1073741823
2113929216,2147483647
4227858432,4294967295
8455716864,8589934591
16911433728,17179869183
33822867456,34359738367
