"start","stop"
45,45
90,91
180,183
360,367
720,735
1440,1471
2880,2943
5760,5887
11520,11775
23040,23551
46080,47103
92160,94207
184320,188415
368640,376831
737280,753663
1474560,1507327
2949120,3014655
5898240,6029311
11796480,12058623
23592960,24117247
47185920,48234495
94371840,96468991
188743680,192937983
377487360,385875967
754974720,771751935
1509949440,1543503871
3019898880,3087007743
6039797760,6174015487
12079595520,12348030975
24159191040,24696061951
