"start","stop"
51,51
102,103
204,207
408,415
816,831
1632,1663
3264,3327
6528,6655
13056,13311
26112,26623
52224,53247
104448,106495
208896,212991
417792,425983
835584,851967
1671168,1703935
3342336,3407871
6684672,6815743
13369344,13631487
26738688,27262975
53477376,54525951
106954752,109051903
213909504,218103807
427819008,436207615
855638016,872415231
1711276032,1744830463
3422552064,3489660927
6845104128,6979321855
13690208256,13958643711
27380416512,27917287423
