"start","stop"
54,54
108,109
216,219
432,439
864,879
1728,1759
3456,3519
6912,7039
13824,14079
27648,28159
55296,56319
110592,112639
221184,225279
442368,450559
884736,901119
1769472,1802239
3538944,3604479
7077888,7208959
14155776,14417919
28311552,28835839
56623104,57671679
113246208,115343359
226492416,230686719
452984832,461373439
905969664,922746879
1811939328,1845493759
3623878656,3690987519
7247757312,7381975039
14495514624,14763950079
28991029248,29527900159
