"start","stop"
42,42
84,85
168,171
336,343
672,687
1344,1375
2688,2751
5376,5503
10752,11007
21504,22015
43008,44031
86016,88063
172032,176127
344064,352255
688128,704511
1376256,1409023
2752512,2818047
5505024,5636095
11010048,11272191
22020096,22544383
44040192,45088767
88080384,90177535
176160768,180355071
352321536,360710143
704643072,721420287
1409286144,1442840575
2818572288,2885681151
5637144576,5771362303
11274289152,11542724607
22548578304,23085449215
