"start","stop"
38,38
76,77
152,155
304,311
608,623
1216,1247
2432,2495
4864,4991
9728,9983
19456,19967
38912,39935
77824,79871
155648,159743
311296,319487
622592,638975
1245184,1277951
2490368,2555903
4980736,5111807
9961472,10223615
19922944,20447231
39845888,40894463
79691776,81788927
159383552,163577855
318767104,327155711
637534208,654311423
1275068416,1308622847
2550136832,2617245695
5100273664,5234491391
10200547328,10468982783
20401094656,20937965567
