"start","stop"
58,58
116,117
232,235
464,471
928,943
1856,1887
3712,3775
7424,7551
14848,15103
29696,30207
59392,60415
118784,120831
237568,241663
475136,483327
950272,966655
1900544,1933311
3801088,3866623
7602176,7733247
15204352,15466495
30408704,30932991
60817408,61865983
121634816,123731967
243269632,247463935
486539264,494927871
973078528,989855743
1946157056,1979711487
3892314112,3959422975
7784628224,7918845951
15569256448,15837691903
31138512896,31675383807
